name,address,country,phone,website,google_maps_url,resumen,colores_hex,url_logo,url_screenshot
MAPEXEL S.L.,"R. de Luis Taboada, 18, 36201 Vigo, Pontevedra, Spain",Spain,986 22 55 81,https://www.mapexel.com/,https://maps.google.com/?cid=3712139270569696837,"La empresa Mapexel S.L., especialista en pesca de congelado a bordo desde 1993, destaca por su compromiso con la calidad y diversidad de productos del mar. Su principal actividad reside en la comercialización de una amplia gama de productos marinos, ya sean congelados a bordo, de factoría o elaborados, garantizando el acceso directo a cuotas significativas de pescado en diferentes caladeros. Esto les permite ofrecer un vasto surtido de peces de la más alta calidad a precios muy competitivos.

Con más de 25 años de experiencia en el sector pesquero a nivel nacional e internacional, Mapexel S.L. es un referente en el manejo integral de la pesca de congelado a bordo. La empresa cuenta con modernas instalaciones frigoríficas que cumplen con los estándares más altos de la industria, asegurando la óptima conservación de sus productos.

Su equipo especializado aporta un valor añadido a través de un asesoramiento personalizado, asegurando que cada cliente reciba la mejor opción según sus necesidades. Además, su capacidad para adaptarse a los cambios del mercado y optimizar los stocks demuestra una agilidad y compromiso con la satisfacción del cliente y la calidad del producto final.

En resumen, Mapexel S.L. se distingue por su solvencia, experiencia, y compromiso con la calidad, factores que han contribuido a su sólida posición en el mercado de productos marinos congelados.","['#a7b1c7', '#0a0c14', '#506c92', '#f1f2f6', '#222b54']",https://business-finder-assets-2024.s3.amazonaws.com/logos/Logo-UE.png,https://business-finder-assets-2024.s3.amazonaws.com/screenshots/www.mapexel.com_.png
Confederación Provincial de Empresarios de Pontevedra (CEP),"Rúa de García Barbón, 104, Teis, 36201 Vigo, Pontevedra, Spain",Spain,986 43 96 11,http://www.cep.es/,https://maps.google.com/?cid=6130050882095499396,"La Confederación Empresarial de Pontevedra (CEP) se destaca por su compromiso con la sostenibilidad, la igualdad, la digitalización del sector logístico y la formación laboral. Sus iniciativas incluyen el III Foro Empresa Sostenible, enfocándose en gestión de residuos, economía circular y energías renovables; el Observatorio de Igualdad, para monitorear la evolución de la igualdad de oportunidades; y Digital CoLogistics, un proyecto de cooperación transfronteriza para avanzar en la digitalización del transporte luso-galaico. Además, la CEP se involucra activamente en formación, orientación y empleo, ofreciendo programas formativos, asesoramiento en la búsqueda de trabajo, y una bolsa laboral, reforzando su papel tanto en el ámbito empresarial como en la comunidad.

Además, la CEP, bajo la dirección de su presidente y Consejo Asesor, promueve encuentros empresariales clave, como ""Conectando el Noroeste"", resaltando su papel en la integración regional y la cooperación internacional. También demostró liderazgo al organizar un evento histórico en Vigo para apoyar la alta velocidad Vigo-Oporto y el Corredor Noroeste, contando con el respaldo de instituciones públicas y privadas.

Este conjunto de actividades y compromisos de la CEP refleja su rol dinámico y multifacético en promover el desarrollo empresarial, la sostenibilidad, y la igualdad en la región de Pontevedra y más allá.","['#be964b', '#f8f8f7', '#0c0d04', '#544f27', '#224385']",https://business-finder-assets-2024.s3.amazonaws.com/logos/logo-cep-vec-1.svg,https://business-finder-assets-2024.s3.amazonaws.com/screenshots/www.cep.es_.png
Hnos. Fernández Ibáñez Consign. Pesca S.L.,"S N, Lugar Puerto Pesquero, 0, 36201 Vigo, Pontevedra, Spain",Spain,986 82 86 00,http://www.hficp.com/,https://maps.google.com/?cid=17406975830342144982,"Hermanos Fernández Ibáñez Consignatarios de Pesca S.L. es una empresa con una sólida trayectoria familiar en el sector pesquero que se remonta a principios de la década de 1940, fundada por Claudio Ibáñez. Actualmente, en su cuarta generación, la empresa ha dejado una marca significativa en El Berbés, el barrio pesquero emblemático de Vigo, donde se halla una de las lonjas más importantes para la venta de pescado a nivel mundial. La compañía se especializa en la comercialización de pescado, sirviendo como un puente vital entre los mares y los mercados, y conecta a la flota palangrera gallega, española y extranjera con el Puerto de Vigo, de crucial importancia en la recepción y venta de pescado. Hermanos Fernández Ibáñez destaca por sus instalaciones de vanguardia, incluidas cámaras de ultracongelación de -25º para 3.000 Tn y -50º para 1.000 Tn, y plantas de elaboración de pescado congelado que abarcan más de 2.000 m^2. Además, realizan la primera venta de pescado de sus armadores, tanto fresco como congelado, subrayando su rol esencial en la cadena de suministro del sector pesquero.","['#223446', '#fcfdfd', '#b3bec3', '#6a818b', '#3f5760']",https://business-finder-assets-2024.s3.amazonaws.com/logos/Recurso-1@4x.png,https://business-finder-assets-2024.s3.amazonaws.com/screenshots/www.hficp.com_.png
"CASA PEPE VIGO, S.L.","s/n, Peirao Trasatlánticos, 36202 Vigo, Pontevedra, Spain",Spain,986 44 31 23,http://www.casapepevigo.com/,https://maps.google.com/?cid=405577280358748075,"Casa Pepe Vigo, S.L. es una empresa notable en el suministro de una amplia gama de productos y servicios. Está dedicada a proveer productos de alimentación de diversos tipos, incluyendo alimentos secos, congelados, frescos, bebidas, productos de limpieza, y equipamiento naval. Esta compañía provee a buques, colectividades como colegios y residencias, y hospitales, destacando por su compromiso con la calidad, el servicio, y la experiencia en el sector. Entre sus valores más importantes se encuentran la calidad y el servicio, mostrando así un fuerte compromiso con sus clientes.

A nivel operativo y estratégico, Casa Pepe destaca por varios puntos clave:
- **Globales:** Poseen capacidades para suministrar sus productos a nivel mundial, lo que les permite alcanzar un amplio mercado.
- **Disponibilidad:** Están disponibles las 24 horas del día, los 7 días de la semana, asegurando una respuesta pronta y eficiente.
- **Especialización:** Son expertos en el aprovisionamiento, lo que garantiza una logística y entrega rápidas.
- **Responsabilidad ambiental:** Se comprometen con el respeto total al medio ambiente, lo cual está respaldado por certificaciones específicas.

Casa Pepe Vigo también se distingue por su Responsabilidad Social Empresarial (RSE), adoptando prácticas, estrategias, y sistemas de gestión que mejoran el impacto social, económico, y ambiental de su actividad empresarial. Esta responsabilidad se traduce en un valor añadido para su gestión, enfocada no solo en el cumplimiento de las leyes y normativas vigentes, sino también en la adopción de nuevos lineamientos organizacionales que promueven el bienestar comunitario y la sostenibilidad.

La oferta de servicios de Casa Pepe Vigo se extiende más allá del suministro a buques, incluyendo el aprovisionamiento de alimentos para hospitales, colectividades y servicios de cátering. Esto subraya la diversidad y adaptabilidad de su modelo de negocio para satisfacer las necesidades de una variedad de clientes exigente...","['#fefefe', '#8b8888', '#252429', '#c9cdd1', '#5f5d5c']",https://business-finder-assets-2024.s3.amazonaws.com/logos/casa-pepe-logo-57.png,https://business-finder-assets-2024.s3.amazonaws.com/screenshots/www.casapepevigo.com_.png
"OTEBRA, S.L.","Severino Cobas, 63, Naves 3 y 4, Lavadores, 36214 Vigo, Pontevedra, Spain",Spain,607 87 11 24,,https://maps.google.com/?cid=5048065209426981614,,,,
Cossat,"Av. de Castelao, 39, Coia, 36209 Vigo, Pontevedra, Spain",Spain,986 20 77 88,http://www.cossat.com/,https://maps.google.com/?cid=8863142318352706177,"Cossat es una empresa que ofrece un servicio integral que va dirigido a comunidades, empresas, y particulares. Su conjunto de servicios abarca desde el mantenimiento de comunidades, la instalación y el mantenimiento de antenas TDT, SAT y cable, hasta sistemas de porteros y videoporteros, soluciones de videovigilancia y seguridad, sistemas de control de acceso y presencia, implementaciones de domótica, servicios de electricidad e iluminación, equipamiento de sonido, servicios para el sector naval e informática. La empresa se destaca por su enfoque integral, asegurando una amplia gama de soluciones técnicas y tecnológicas diseñadas para satisfacer las necesidades de mantenimiento y mejora de infraestructuras y servicios.","['#301916', '#505250', '#0e0909', '#73706d', '#423330']",https://business-finder-assets-2024.s3.amazonaws.com/logos/logo-cossat_dark.png,https://business-finder-assets-2024.s3.amazonaws.com/screenshots/www.cossat.com_.png
Medidas Admissíveis,"Rúa Tercio de Afora, 13, Bajo, Santiago de Vigo, 36204 Vigo, Pontevedra, Spain",Spain,644 70 16 39,https://medidasadmissiveis.es/,https://maps.google.com/?cid=881286625035593115,"Medidas Admissíveis es una empresa dedicada a ofrecer soluciones integrales en el ámbito de la cerrajería, las reformas y la construcción, centrando sus operaciones principalmente en la provincia de Pontevedra y en el norte de Portugal. Su amplia gama de servicios incluye desde reparaciones urgentes y mantenimiento hasta proyectos de reformas integrales y construcción de viviendas, adaptando cada trabajo a las necesidades específicas de sus clientes. La empresa se destaca por su compromiso con la calidad, empleando materiales de primera y técnicas avanzadas para superar las expectativas de sus clientes. Además, brinda asesoramiento personalizado para guiar a los propietarios en cada paso del proyecto.

Entre los servicios más notables se encuentran la cerrajería urgente, instalación y sustitución de cerraduras, trabajos de pintura interior y exterior, soluciones de desokupación en Vigo y alrededores, reformas parciales e integrales de viviendas y locales comerciales, construcción low cost de viviendas llave en mano, e instalación de pladur y suelos de hormigón con técnicas como el hormigón impreso y pulido. Medidas Admissíveis también se ha especializado en la perforación de pozos, ofreciendo soluciones para el aprovechamiento de aguas subterráneas.

La empresa se posiciona como un aliado confiable siempre disponible, destacando la urgencia como uno de sus valores principales, garantizando disponibilidad los 365 días del año para atender cualquier emergencia y requerimiento de los clientes.

Para más detalles sobre sus proyectos y servicios, o para solicitar asesoramiento profesional y presupuestos personalizados, Medidas Admissíveis invita a los interesados a contactarles directamente a través de su sitio web o medios de contacto proporcionados.","['#f2f2f2', '#5e5953', '#c4c1bc', '#2d2824', '#9d9386']",,https://business-finder-assets-2024.s3.amazonaws.com/screenshots/medidasadmissiveis.es_.png
Cardama Shipyard,"Av. da Beiramar, 12, 36208 Vigo, Pontevedra, Spain",Spain,986 23 16 62,https://www.astilleroscardama.com/,https://maps.google.com/?cid=12056923479243930455,"Cardama Shipyard es una empresa destacada en el mercado de la construcción naval, con operaciones centradas en la construcción, reparación y transformación de buques desde 1916. Su sitio web resalta la larga trayectoria e historia de la compañía, subrayando su experiencia centenaria y su papel relevante dentro de la industria naval. La compañía maneja una amplia superficie de 14,670 metros cuadrados para sus operaciones y ha reparado más de 36 barcos entre 2017 y 2018, evidenciando su capacidad y expertise en el campo. Además, con más de 61 años de experiencia, Cardama Shipyard se consolida como un referente en el sector gracias a su compromiso con la calidad y la innovación en todos sus proyectos. Su enfoque no solo se limita a la excelencia técnica en la construcción y reparación de buques sino también en cumplir con altos estándares de protección de datos y privacidad para sus clientes y empleados, como se refleja en su política detallada sobre manejo y protección de datos.","['#fdfdfd', '#1b263f', '#898d99', '#04102c', '#5b5762']",https://business-finder-assets-2024.s3.amazonaws.com/logos/cardama-shipyard-logo-negativo.png,https://business-finder-assets-2024.s3.amazonaws.com/screenshots/www.astilleroscardama.com_.png
Imperma Vigo,"Rúa Cantabria, 42, Lavadores, 36205 Vigo, Pontevedra, Spain",Spain,609 58 51 32,https://www.impermavigo.es/,https://maps.google.com/?cid=1347112993257415885,"Imperma Vigo se especializa en la rehabilitación, aislamientos, e impermeabilizaciones, ofreciendo una gama completa de servicios para edificios, hogares y espacios exteriores. Su compromiso con la calidad y la satisfacción del cliente es la base fundamental de todos sus proyectos en Vigo. Con experiencia en desde trabajos de pintura exterior hasta reformas complejas, Imperma Vigo garantiza soluciones duraderas y de alta calidad, asegurando la tranquilidad de sus clientes mediante servicios impecables y la prevención de problemas futuros.

La empresa es conocida por su especialización en trabajos verticales y en altura en Vigo, proporcionando soluciones rápidas y efectivas para áreas inaccesibles. Además, se enfocan en el aislamiento y la impermeabilización, servicios esenciales para garantizar la comodidad y seguridad, protegiendo contra las inclemencias del tiempo y promoviendo el ahorro energético.

Imperma Vigo brinda atención personalizada, ofreciendo soluciones adaptadas a las necesidades específicas de cada cliente, lo cual subraya su enfoque hacia la confiabilidad y la satisfacción del cliente.","['#95999f', '#f7f7f7', '#5d5853', '#3e6794', '#28221f']",,https://business-finder-assets-2024.s3.amazonaws.com/screenshots/www.impermavigo.es_.png
Abrasivos Vigo S L,"Baixada a Capitán, 43A, Lavadores, 36214 Vigo, Pontevedra, Spain",Spain,659 98 50 13,,https://maps.google.com/?cid=16715525612577262655,,,,
Grupo SERINHOSTEL,"Calle Burgos 12, bajo, A 200 metros de la Escuela Oficial de Idiomas, Lavadores, 36205 Vigo, Pontevedra, Spain",Spain,886 12 58 87,http://www.serinhostel.com/,https://maps.google.com/?cid=13006880390499058302,"Serinhostel es una pequeña empresa dedicada a ofrecer un servicio integral en el sector hostelero. Se especializa en proporcionar equipamiento y soluciones para la hostelería y la industria, enfocándose en establecimientos como bares y restaurantes. Entre su gama de servicios y productos, Serinhostel incluye equipamiento industrial, limpieza, menaje, y vajilla, destacando su compromiso con la calidad y la satisfacción del cliente en el ámbito de Vigo.","['#4c6ac5', '#f5f5f5', '#3757ad', '#0411a5', '#bfc4d7']",,https://business-finder-assets-2024.s3.amazonaws.com/screenshots/www.serinhostel.com_.png
ARDÁN Información Empresarial,"Rúa do Areal, 46, Santiago de Vigo, 36201 Vigo, Pontevedra, Spain",Spain,986 26 97 15,http://www.ardan.es/,https://maps.google.com/?cid=9911333710985568753,"El archivo proporciona una visión detallada sobre el Consorcio de la Zona Franca de Vigo (CZFV), enfocándose en su proyecto ARDÁN. El proyecto ARDÁN está orientado al análisis y la difusión de información económica y comercial relevante sobre empresas españolas, destacando en particular a aquellas en la región de Galicia. A través de diversas secciones, se ofrece un resumen ejecutivo de la plataforma y sus principales características:

1. **ARDÁN Información Empresarial**: Esta sección resalta la vasta base de datos gestionada por el CZFV que incluye información sobre 200.000 empresas españolas. Este recurso es esencial para la consulta y el análisis de datos económicos y comerciales que pueden servir tanto para estudios de mercado, como para análisis competitivos y financieros.

2. **Indicadores ARDÁN**: Esta parte del archivo ilumina el enfoque del proyecto en la excelencia empresarial a través de la medición y el seguimiento de diversos indicadores económicos y de desempeño. Estos indicadores proporcionan una imagen clara del estado y la evolución de las empresas gallegas, ayudando a identificar aquellas que sobresalen en diferentes aspectos del negocio.

3. **Ranking ARDÁN Empresas Inteligentes**: Se presenta un ranking exclusivo que destaca a las empresas gallegas capaces de generar valor de manera sostenible e inclusiva. Este reconocimiento no solo sirve como una herramienta de evaluación sino también como un medio para promover y reconocer las prácticas empresariales excelentes en la región.

4. **Análisis por Sectores y Publicaciones Especiales**: El archivo menciona el análisis detallado de varios sectores económicos claves para la región de Galicia. También se hace referencia a las publicaciones especiales de ARDÁN que profundizan en temas específicos, proporcionando información valiosa y actualizada para los empresarios y analistas.

5. **Acceso y Utilidad del Proyecto**: La facilidad de acceso a la base de datos de ARDÁN online se remarca como uno de ...","['#f6f7fb', '#413938', '#cdd0d7', '#a74045', '#a68b8a']",,https://business-finder-assets-2024.s3.amazonaws.com/screenshots/www.ardan.es_.png
